,Aggravated assault,Burglary,Counties/principal cities,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Population,Property crime,Rape,Robbery,Violent crime,counties,msa_label,msa_pop,year
15085,287.0,690.0,Total area actually reporting,1898.0,117.0,1.0,99.3,2705.0,38.0,46.0,372.0,"Includes Allegany County, MD and Mineral County, WV","Cumberland, MD-WV M.S.A.",100893,2006
15086,288.0,694.0,Estimated total,1915.0,118.0,1.0,100.0,2727.0,38.0,46.0,373.0,"Includes Allegany County, MD and Mineral County, WV","Cumberland, MD-WV M.S.A.",100893,2006
15087,285.5,687.9,"Rate per 100,000 inhabitants",1898.1,117.0,1.0,,2702.9,37.7,45.6,369.7,"Includes Allegany County, MD and Mineral County, WV","Cumberland, MD-WV M.S.A.",100893,2006
15088,7292.0,21653.0,City of Dallas,50009.0,13930.0,187.0,1248223.0,85592.0,665.0,6914.0,15058.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15089,2496.0,8998.0,City of Fort Worth,24128.0,3347.0,49.0,641752.0,36473.0,247.0,1417.0,4209.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15090,1632.0,4042.0,City of Arlington,13905.0,1719.0,14.0,373086.0,19666.0,192.0,890.0,2728.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15091,543.0,1394.0,City of Plano,6642.0,582.0,4.0,257183.0,8618.0,42.0,154.0,743.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15092,535.0,1674.0,City of Irving,6728.0,1242.0,3.0,199137.0,9644.0,48.0,264.0,850.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15093,131.0,815.0,City of Carrollton,2489.0,478.0,5.0,122239.0,3782.0,6.0,87.0,229.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15094,204.0,664.0,City of Denton,2295.0,209.0,0.0,107105.0,3168.0,60.0,65.0,329.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15095,122.0,685.0,City of Richardson,2121.0,312.0,3.0,101998.0,3118.0,11.0,98.0,234.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15096,184.0,490.0,City of McKinney,1616.0,111.0,2.0,99318.0,2217.0,41.0,37.0,264.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15097,17981.0,60534.0,Total area actually reporting,173933.0,29966.0,336.0,99.9,264433.0,2036.0,11622.0,31975.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15098,17982.0,60538.0,Estimated total,173946.0,29967.0,336.0,100.0,264451.0,2036.0,11622.0,31976.0,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15099,300.5,1011.6,"Rate per 100,000 inhabitants",2906.7,500.8,5.6,,4419.0,34.0,194.2,534.3,"Includes Metropolitan Divisions of Dallas-Plano-Irving and
Fort Worth-Arlington","Dallas-Fort Worth-Arlington, TX M.S.A.",5984390,2006
15100,12041.0,41033.0,Total area actually reporting,113191.0,22440.0,255.0,99.9,176664.0,1313.0,8790.0,22399.0,"Includes Collin, Dallas, Delta, Denton, Ellis, Hunt, Kaufman,
and Rockwall Counties","Dallas-Plano-Irving, TX M.D.",4003448,2006
15101,12042.0,41037.0,Estimated total,113204.0,22441.0,255.0,100.0,176682.0,1313.0,8790.0,22400.0,"Includes Collin, Dallas, Delta, Denton, Ellis, Hunt, Kaufman,
and Rockwall Counties","Dallas-Plano-Irving, TX M.D.",4003448,2006
15102,300.8,1025.0,"Rate per 100,000 inhabitants",2827.7,560.5,6.4,,4413.2,32.8,219.6,559.5,"Includes Collin, Dallas, Delta, Denton, Ellis, Hunt, Kaufman,
and Rockwall Counties","Dallas-Plano-Irving, TX M.D.",4003448,2006
15103,5940.0,19501.0,Total area actually reporting,60742.0,7526.0,81.0,100.0,87769.0,723.0,2832.0,9576.0,"Includes Johnson, Parker, Tarrant, and Wise Counties","Fort Worth-Arlington, TX M.D.",1980942,2006
15104,299.9,984.4,"Rate per 100,000 inhabitants",3066.3,379.9,4.1,,4430.7,36.5,143.0,483.4,"Includes Johnson, Parker, Tarrant, and Wise Counties","Fort Worth-Arlington, TX M.D.",1980942,2006
15105,105.0,209.0,City of Dalton,1065.0,116.0,1.0,33172.0,1390.0,10.0,32.0,148.0,Includes Murray and Whitfield Counties,"Dalton, GA M.S.A.",135931,2006
15106,360.0,982.0,Total area actually reporting,3039.0,387.0,2.0,99.5,4408.0,31.0,44.0,437.0,Includes Murray and Whitfield Counties,"Dalton, GA M.S.A.",135931,2006
15107,362.0,988.0,Estimated total,3062.0,390.0,2.0,100.0,4440.0,31.0,45.0,440.0,Includes Murray and Whitfield Counties,"Dalton, GA M.S.A.",135931,2006
15108,266.3,726.8,"Rate per 100,000 inhabitants",2252.6,286.9,1.5,,3266.4,22.8,33.1,323.7,Includes Murray and Whitfield Counties,"Dalton, GA M.S.A.",135931,2006
15109,109.0,426.0,City of Danville,1569.0,110.0,4.0,46603.0,2105.0,5.0,75.0,193.0,Includes Pittsylvania County and Danville City,"Danville, VA M.S.A.",109073,2006
15110,157.0,673.0,Total area actually reporting,1920.0,179.0,5.0,100.0,2772.0,19.0,89.0,270.0,Includes Pittsylvania County and Danville City,"Danville, VA M.S.A.",109073,2006
15111,143.9,617.0,"Rate per 100,000 inhabitants",1760.3,164.1,4.6,,2541.4,17.4,81.6,247.5,Includes Pittsylvania County and Danville City,"Danville, VA M.S.A.",109073,2006
15112,754.0,3525.0,City of Dayton,6037.0,2197.0,37.0,159067.0,11759.0,120.0,810.0,1721.0,"Includes Greene, Miami, Montgomery, and Preble Counties","Dayton, OH M.S.A.",844605,2006
15113,1068.0,6307.0,Total area actually reporting,17332.0,3255.0,43.0,77.8,26894.0,319.0,1061.0,2491.0,"Includes Greene, Miami, Montgomery, and Preble Counties","Dayton, OH M.S.A.",844605,2006
15114,1182.0,7323.0,Estimated total,20775.0,3527.0,45.0,100.0,31625.0,367.0,1153.0,2747.0,"Includes Greene, Miami, Montgomery, and Preble Counties","Dayton, OH M.S.A.",844605,2006
15115,139.9,867.0,"Rate per 100,000 inhabitants",2459.7,417.6,5.3,,3744.4,43.5,136.5,325.2,"Includes Greene, Miami, Montgomery, and Preble Counties","Dayton, OH M.S.A.",844605,2006
15116,142.0,716.0,City of Decatur,2630.0,283.0,2.0,55406.0,3629.0,25.0,80.0,249.0,Includes Lawrence and Morgan Counties,"Decatur, AL M.S.A.",149687,2006
15117,235.0,1244.0,Total area actually reporting,3852.0,411.0,7.0,97.4,5507.0,45.0,109.0,396.0,Includes Lawrence and Morgan Counties,"Decatur, AL M.S.A.",149687,2006
15118,244.0,1275.0,Estimated total,3964.0,423.0,7.0,100.0,5662.0,46.0,115.0,412.0,Includes Lawrence and Morgan Counties,"Decatur, AL M.S.A.",149687,2006
15119,163.0,851.8,"Rate per 100,000 inhabitants",2648.2,282.6,4.7,,3782.6,30.7,76.8,275.2,Includes Lawrence and Morgan Counties,"Decatur, AL M.S.A.",149687,2006
15120,535.0,1615.0,City of Daytona Beach,2873.0,644.0,4.0,65507.0,5132.0,55.0,302.0,896.0,Includes Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL M.S.A.",498320,2006
15121,95.0,236.0,City of Ormond Beach,872.0,52.0,1.0,39264.0,1160.0,7.0,20.0,123.0,Includes Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL M.S.A.",498320,2006
15122,1897.0,5407.0,Total area actually reporting,11877.0,1855.0,21.0,100.0,19139.0,162.0,636.0,2716.0,Includes Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL M.S.A.",498320,2006
15123,380.7,1085.0,"Rate per 100,000 inhabitants",2383.4,372.3,4.2,,3840.7,32.5,127.6,545.0,Includes Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL M.S.A.",498320,2006
15124,2652.0,6543.0,City of Denver,13376.0,6347.0,51.0,568465.0,26266.0,342.0,1280.0,4325.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver,
Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora, CO M.S.A.",2404612,2006
15125,1024.0,2470.0,City of Aurora,8292.0,2043.0,17.0,302855.0,12805.0,217.0,600.0,1858.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver,
Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora, CO M.S.A.",2404612,2006
15126,6394.0,17912.0,Total area actually reporting,55823.0,14771.0,106.0,99.9,88506.0,1152.0,2627.0,10279.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver,
Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora, CO M.S.A.",2404612,2006
15127,6398.0,17924.0,Estimated total,55872.0,14779.0,106.0,100.0,88575.0,1153.0,2628.0,10285.0,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver,
Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora, CO M.S.A.",2404612,2006
15128,266.1,745.4,"Rate per 100,000 inhabitants",2323.5,614.6,4.4,,3683.5,47.9,109.3,427.7,"Includes Adams, Arapahoe, Broomfield, Clear Creek, Denver,
Douglas, Elbert, Gilpin, Jefferson, and Park Counties","Denver-Aurora, CO M.S.A.",2404612,2006
15129,864.0,2189.0,City of Des Moines1,10331.0,985.0,6.0,195194.0,13505.0,62.0,374.0,1306.0,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.1",525225,2006
15130,69.0,241.0,City of West Des Moines,1538.0,68.0,0.0,53048.0,1847.0,20.0,9.0,98.0,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.1",525225,2006
15131,1264.0,3549.0,Total area actually reporting,16249.0,1371.0,8.0,100.0,21169.0,122.0,435.0,1829.0,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.1",525225,2006
15132,240.7,675.7,"Rate per 100,000 inhabitants",3093.7,261.0,1.5,,4030.5,23.2,82.8,348.2,"Includes Dallas, Guthrie, Madison, Polk, and Warren Counties","Des Moines-West Des Moines, IA M.S.A.1",525225,2006
15133,13143.0,18134.0,City of Detroit,21287.0,22917.0,418.0,884462.0,62338.0,593.0,7240.0,21394.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15134,521.0,790.0,City of Warren,2288.0,1805.0,5.0,134974.0,4883.0,75.0,241.0,842.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15135,83.0,366.0,City of Livonia,1639.0,313.0,0.0,97733.0,2318.0,19.0,65.0,167.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15136,269.0,670.0,City of Dearborn,3242.0,1035.0,2.0,93856.0,4947.0,21.0,164.0,456.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15137,55.0,321.0,City of Troy,1550.0,147.0,2.0,80966.0,2018.0,10.0,26.0,93.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15138,88.0,325.0,City of Farmington Hills,1060.0,168.0,0.0,80023.0,1553.0,14.0,32.0,134.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15139,840.0,894.0,City of Southfield,2003.0,707.0,1.0,76627.0,3604.0,36.0,164.0,1041.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15140,851.0,1566.0,City of Pontiac,1294.0,565.0,8.0,67163.0,3425.0,86.0,276.0,1221.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15141,119.0,382.0,City of Taylor,1983.0,371.0,4.0,64800.0,2736.0,33.0,78.0,234.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15142,34.0,106.0,City of Novi,1056.0,46.0,0.0,52983.0,1208.0,5.0,11.0,50.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15143,21322.0,36384.0,Total area actually reporting,85349.0,38428.0,506.0,99.5,160161.0,1813.0,10178.0,33819.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15144,21369.0,36513.0,Estimated total,85864.0,38515.0,507.0,100.0,160892.0,1822.0,10196.0,33894.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15145,477.3,815.5,"Rate per 100,000 inhabitants",1917.8,860.3,11.3,,3593.6,40.7,227.7,757.0,"Includes Metropolitan Divisions of Detroit-Livonia-Dearborn
and Warren-Troy-Farmington Hills","Detroit-Warren-Livonia, MI M.S.A.",4477154,2006
15146,15490.0,24378.0,Total area actually reporting,43669.0,29596.0,458.0,98.8,97643.0,955.0,8481.0,25384.0,Includes Wayne County,"Detroit-Livonia-Dearborn, MI M.D.",1993241,2006
15147,15537.0,24507.0,Estimated total,44184.0,29683.0,459.0,100.0,98374.0,964.0,8499.0,25459.0,Includes Wayne County,"Detroit-Livonia-Dearborn, MI M.D.",1993241,2006
15148,779.5,1229.5,"Rate per 100,000 inhabitants",2216.7,1489.2,23.0,,4935.4,48.4,426.4,1277.3,Includes Wayne County,"Detroit-Livonia-Dearborn, MI M.D.",1993241,2006
15149,5832.0,12006.0,Total area actually reporting,41680.0,8832.0,48.0,100.0,62518.0,858.0,1697.0,8435.0,"Includes Lapeer, Livingston, Macomb, Oakland, and St. Clair
Counties","Warren-Troy-Farmington Hills, MI M.D.",2483913,2006
15150,234.8,483.4,"Rate per 100,000 inhabitants",1678.0,355.6,1.9,,2516.9,34.5,68.3,339.6,"Includes Lapeer, Livingston, Macomb, Oakland, and St. Clair
Counties","Warren-Troy-Farmington Hills, MI M.D.",2483913,2006
15151,125.0,869.0,City of Dothan,2234.0,200.0,7.0,62410.0,3303.0,57.0,186.0,375.0,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.",137829,2006
15152,183.0,1164.0,Total area actually reporting,2809.0,295.0,7.0,88.5,4268.0,58.0,194.0,442.0,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.",137829,2006
15153,218.0,1291.0,Estimated total,3265.0,342.0,8.0,100.0,4898.0,63.0,219.0,508.0,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.",137829,2006
15154,158.2,936.7,"Rate per 100,000 inhabitants",2368.9,248.1,5.8,,3553.7,45.7,158.9,368.6,"Includes Geneva, Henry, and Houston Counties","Dothan, AL M.S.A.",137829,2006
15155,223.0,142.0,City of Dover,1435.0,125.0,2.0,34693.0,1702.0,17.0,47.0,289.0,Includes Kent County,"Dover, DE M.S.A.",145667,2006
15156,641.0,901.0,Total area actually reporting,3289.0,333.0,8.0,100.0,4523.0,92.0,140.0,881.0,Includes Kent County,"Dover, DE M.S.A.",145667,2006
15157,440.0,618.5,"Rate per 100,000 inhabitants",2257.9,228.6,5.5,,3105.0,63.2,96.1,604.8,Includes Kent County,"Dover, DE M.S.A.",145667,2006
15158,317.0,436.0,City of Dubuque,1179.0,79.0,0.0,58105.0,1694.0,21.0,16.0,354.0,Includes Dubuque County,"Dubuque, IA M.S.A.",92118,2006
15159,364.0,533.0,Total area actually reporting,1305.0,107.0,0.0,100.0,1945.0,23.0,16.0,403.0,Includes Dubuque County,"Dubuque, IA M.S.A.",92118,2006
15160,395.1,578.6,"Rate per 100,000 inhabitants",1416.7,116.2,0.0,,2111.4,25.0,17.4,437.5,Includes Dubuque County,"Dubuque, IA M.S.A.",92118,2006
15161,224.0,630.0,"City of Duluth, MN4",3214.0,213.0,1.0,85463.0,4057.0,,116.0,,"Includes Carlton and St. Louis Counties, MN4 and
Douglas County, WI","Duluth, MN-WI M.S.A.4",277120,2006
15162,431.0,1705.0,Total area actually reporting,6710.0,495.0,4.0,97.6,8910.0,,153.0,,"Includes Carlton and St. Louis Counties, MN4 and
Douglas County, WI","Duluth, MN-WI M.S.A.4",277120,2006
15163,438.0,1738.0,Estimated total,6890.0,510.0,4.0,100.0,9138.0,,156.0,,"Includes Carlton and St. Louis Counties, MN4 and
Douglas County, WI","Duluth, MN-WI M.S.A.4",277120,2006
15164,158.1,627.2,"Rate per 100,000 inhabitants",2486.3,184.0,1.4,,3297.5,,56.3,,"Includes Carlton and St. Louis Counties, MN4 and
Douglas County, WI","Duluth, MN-WI M.S.A.4",277120,2006
15165,869.0,3098.0,City of Durham1,7617.0,1151.0,13.0,208932.0,11866.0,98.0,977.0,1957.0,"Includes Chatham, Durham, Orange, and Person Counties","Durham, NC M.S.A.1",465289,2006
15166,1460.0,5567.0,Total area actually reporting,13859.0,1615.0,22.0,100.0,21041.0,157.0,1185.0,2824.0,"Includes Chatham, Durham, Orange, and Person Counties","Durham, NC M.S.A.1",465289,2006
15167,313.8,1196.5,"Rate per 100,000 inhabitants",2978.6,347.1,4.7,,4522.1,33.7,254.7,606.9,"Includes Chatham, Durham, Orange, and Person Counties","Durham, NC M.S.A.1",465289,2006
15168,79.0,390.0,City of Eau Claire,1707.0,94.0,0.0,62799.0,2191.0,8.0,13.0,100.0,Includes Chippewa and Eau Claire Counties,"Eau Claire, WI M.S.A.",154604,2006
15169,162.0,708.0,Total area actually reporting,2975.0,171.0,0.0,100.0,3854.0,18.0,21.0,201.0,Includes Chippewa and Eau Claire Counties,"Eau Claire, WI M.S.A.",154604,2006
15170,104.8,457.9,"Rate per 100,000 inhabitants",1924.3,110.6,0.0,,2492.8,11.6,13.6,130.0,Includes Chippewa and Eau Claire Counties,"Eau Claire, WI M.S.A.",154604,2006
15171,263.0,721.0,City of El Centro,986.0,266.0,0.0,39993.0,1973.0,6.0,59.0,328.0,Includes Imperial County,"El Centro, CA M.S.A.",157226,2006
15172,503.0,2192.0,Total area actually reporting,3054.0,1142.0,3.0,100.0,6388.0,18.0,139.0,663.0,Includes Imperial County,"El Centro, CA M.S.A.",157226,2006
15173,319.9,1394.2,"Rate per 100,000 inhabitants",1942.4,726.3,1.9,,4062.9,11.4,88.4,421.7,Includes Imperial County,"El Centro, CA M.S.A.",157226,2006
15174,37.0,218.0,City of Elizabethtown,821.0,49.0,0.0,23634.0,1088.0,12.0,36.0,85.0,Includes Hardin and Larue Counties,"Elizabethtown, KY M.S.A.",111512,2006
15175,92.0,434.0,Total area actually reporting,1383.0,96.0,0.0,100.0,1913.0,27.0,56.0,175.0,Includes Hardin and Larue Counties,"Elizabethtown, KY M.S.A.",111512,2006
15176,82.5,389.2,"Rate per 100,000 inhabitants",1240.2,86.1,0.0,,1715.5,24.2,50.2,156.9,Includes Hardin and Larue Counties,"Elizabethtown, KY M.S.A.",111512,2006
15177,16.0,936.0,City of Elkhart,2857.0,276.0,12.0,52616.0,4069.0,26.0,230.0,284.0,Includes Elkhart County,"Elkhart-Goshen, IN M.S.A.",196656,2006
15178,35.0,199.0,City of Goshen,1047.0,55.0,2.0,31476.0,1301.0,18.0,22.0,77.0,Includes Elkhart County,"Elkhart-Goshen, IN M.S.A.",196656,2006
15179,66.0,1538.0,Total area actually reporting,5136.0,470.0,15.0,100.0,7144.0,58.0,281.0,420.0,Includes Elkhart County,"Elkhart-Goshen, IN M.S.A.",196656,2006
15180,33.6,782.1,"Rate per 100,000 inhabitants",2611.7,239.0,7.6,,3632.7,29.5,142.9,213.6,Includes Elkhart County,"Elkhart-Goshen, IN M.S.A.",196656,2006
15181,65.0,281.0,City of Elmira,1146.0,30.0,1.0,30008.0,1457.0,2.0,45.0,113.0,Includes Chemung County,"Elmira, NY M.S.A.",89752,2006
15182,115.0,422.0,Total area actually reporting,1902.0,63.0,2.0,100.0,2387.0,20.0,56.0,193.0,Includes Chemung County,"Elmira, NY M.S.A.",89752,2006
15183,128.1,470.2,"Rate per 100,000 inhabitants",2119.2,70.2,2.2,,2659.6,22.3,62.4,215.0,Includes Chemung County,"Elmira, NY M.S.A.",89752,2006
15184,1606.0,2212.0,City of El Paso,14845.0,3519.0,13.0,615553.0,20576.0,291.0,503.0,2413.0,Includes El Paso County,"El Paso, TX M.S.A.",742047,2006
15185,1914.0,2771.0,Total area actually reporting,17096.0,3789.0,22.0,100.0,23656.0,322.0,546.0,2804.0,Includes El Paso County,"El Paso, TX M.S.A.",742047,2006
15186,257.9,373.4,"Rate per 100,000 inhabitants",2303.9,510.6,3.0,,3187.9,43.4,73.6,377.9,Includes El Paso County,"El Paso, TX M.S.A.",742047,2006
15187,208.0,740.0,City of Erie,2106.0,141.0,2.0,102703.0,2987.0,69.0,275.0,554.0,Includes Erie County,"Erie, PA M.S.A.",280694,2006
15188,398.0,1411.0,Total area actually reporting,4080.0,304.0,4.0,100.0,5795.0,113.0,309.0,824.0,Includes Erie County,"Erie, PA M.S.A.",280694,2006
15189,141.8,502.7,"Rate per 100,000 inhabitants",1453.5,108.3,1.4,,2064.5,40.3,110.1,293.6,Includes Erie County,"Erie, PA M.S.A.",280694,2006
15190,168.0,1561.0,City of Eugene,5386.0,1166.0,3.0,146885.0,8113.0,44.0,155.0,370.0,Includes Lane County,"Eugene-Springfield, OR M.S.A.",340676,2006
15191,140.0,651.0,City of Springfield,2785.0,533.0,2.0,56553.0,3969.0,11.0,29.0,182.0,Includes Lane County,"Eugene-Springfield, OR M.S.A.",340676,2006
15192,588.0,3280.0,Total area actually reporting,9952.0,2055.0,8.0,100.0,15287.0,95.0,219.0,910.0,Includes Lane County,"Eugene-Springfield, OR M.S.A.",340676,2006
15193,172.6,962.8,"Rate per 100,000 inhabitants",2921.3,603.2,2.3,,4487.3,27.9,64.3,267.1,Includes Lane County,"Eugene-Springfield, OR M.S.A.",340676,2006
15194,288.0,1131.0,"City of Evansville, IN",3933.0,243.0,6.0,116686.0,5307.0,61.0,185.0,540.0,"Includes Gibson, Posey, Vanderburgh, and Warrick Counties, IN
and Henderson and Webster Counties, KY","Evansville, IN-KY M.S.A.",351930,2006
15195,464.0,1532.0,Total area actually reporting,5958.0,377.0,8.0,76.1,7867.0,83.0,201.0,756.0,"Includes Gibson, Posey, Vanderburgh, and Warrick Counties, IN
and Henderson and Webster Counties, KY","Evansville, IN-KY M.S.A.",351930,2006
15196,554.0,1970.0,Estimated total,7528.0,545.0,10.0,100.0,10043.0,100.0,248.0,912.0,"Includes Gibson, Posey, Vanderburgh, and Warrick Counties, IN
and Henderson and Webster Counties, KY","Evansville, IN-KY M.S.A.",351930,2006
15197,157.4,559.8,"Rate per 100,000 inhabitants",2139.1,154.9,2.8,,2853.7,28.4,70.5,259.1,"Includes Gibson, Posey, Vanderburgh, and Warrick Counties, IN
and Henderson and Webster Counties, KY","Evansville, IN-KY M.S.A.",351930,2006
15198,153.0,297.0,City of Fairbanks,1163.0,157.0,1.0,31626.0,1617.0,67.0,47.0,268.0,Includes Fairbanks North Star Borough,"Fairbanks, AK M.S.A.",33421,2006
15199,157.0,337.0,Total area actually reporting,1419.0,173.0,1.0,100.0,1929.0,68.0,48.0,274.0,Includes Fairbanks North Star Borough,"Fairbanks, AK M.S.A.",33421,2006
15200,469.8,1008.3,"Rate per 100,000 inhabitants",4245.8,517.6,3.0,,5771.8,203.5,143.6,819.8,Includes Fairbanks North Star Borough,"Fairbanks, AK M.S.A.",33421,2006
15201,141.0,525.0,"City of Fargo, ND",1930.0,224.0,2.0,90818.0,2679.0,69.0,19.0,231.0,"Includes Clay County, MN4 and Cass County, ND","Fargo, ND-MN M.S.A.4",185052,2006
15202,215.0,818.0,Total area actually reporting,3206.0,345.0,2.0,100.0,4369.0,,30.0,,"Includes Clay County, MN4 and Cass County, ND","Fargo, ND-MN M.S.A.4",185052,2006
15203,116.2,442.0,"Rate per 100,000 inhabitants",1732.5,186.4,1.1,,2361.0,,16.2,,"Includes Clay County, MN4 and Cass County, ND","Fargo, ND-MN M.S.A.4",185052,2006
15204,212.0,378.0,City of Farmington,897.0,131.0,1.0,43748.0,1406.0,56.0,31.0,300.0,Includes San Juan County,"Farmington, NM M.S.A.",127924,2006
15205,613.0,709.0,Total area actually reporting,2001.0,238.0,4.0,100.0,2948.0,100.0,46.0,763.0,Includes San Juan County,"Farmington, NM M.S.A.",127924,2006
15206,479.2,554.2,"Rate per 100,000 inhabitants",1564.2,186.0,3.1,,2304.5,78.2,36.0,596.4,Includes San Juan County,"Farmington, NM M.S.A.",127924,2006
15207,713.0,3519.0,City of Fayetteville,8549.0,1023.0,15.0,132521.0,13091.0,61.0,510.0,1299.0,Includes Cumberland and Hoke Counties,"Fayetteville, NC M.S.A.",352430,2006
15208,1308.0,6362.0,Total area actually reporting,13281.0,1555.0,30.0,100.0,21198.0,105.0,696.0,2139.0,Includes Cumberland and Hoke Counties,"Fayetteville, NC M.S.A.",352430,2006
15209,371.1,1805.2,"Rate per 100,000 inhabitants",3768.4,441.2,8.5,,6014.8,29.8,197.5,606.9,Includes Cumberland and Hoke Counties,"Fayetteville, NC M.S.A.",352430,2006
15210,281.0,602.0,"City of Fayetteville, AR",2455.0,172.0,0.0,67416.0,3229.0,41.0,35.0,357.0,"Includes Benton, Madison, and Washington Counties, AR and
McDonald County, MO","Fayetteville-Springdale-Rogers, AR-MO M.S.A.",409630,2006
15211,182.0,471.0,"City of Springdale, AR",1942.0,204.0,2.0,60782.0,2617.0,61.0,36.0,281.0,"Includes Benton, Madison, and Washington Counties, AR and
McDonald County, MO","Fayetteville-Springdale-Rogers, AR-MO M.S.A.",409630,2006
15212,44.0,292.0,"City of Rogers, AR",2147.0,81.0,0.0,48905.0,2520.0,44.0,13.0,101.0,"Includes Benton, Madison, and Washington Counties, AR and
McDonald County, MO","Fayetteville-Springdale-Rogers, AR-MO M.S.A.",409630,2006
15213,44.0,118.0,"City of Bentonville, AR",642.0,42.0,0.0,29875.0,802.0,19.0,9.0,72.0,"Includes Benton, Madison, and Washington Counties, AR and
McDonald County, MO","Fayetteville-Springdale-Rogers, AR-MO M.S.A.",409630,2006
